,Resume,Labels
683,area expertis profil around plu year proven experi best global brand wipro expertis pmo itil manag process improv project process audit plan schedul effort issu risk track risk issu manag sla manag workforc staf resourc manag transit oper manag skill project manag tool ca clariti visio offic itil incid manag recruit workforc manag technic sap hr mr cpro confluenc microsoft offic word powerpoint excel knowledg hand experi advanc ms excel knowledg ms project sharepoint report ticket tool xtraction ca servic desk tracker educ detail mba hr financ bengaluru karnataka rkim colleg senior execut pmo senior execut pmo consult skill detail oper exprienc month staf exprienc month hr exprienc month pmo exprienc monthscompani detail compani ensono llp descript role responsiblit respons creation structur report present senior delieri manag per busi requir design draft variou report per busi requir respons creation mom chase peopl get sla driven time achiev target result time assist project manag creat rr deput invoic bill activit maintain clariti sharepoint data servic deliveri manag perform custom invoc direct cem sdm weekli prepar sla kpi data base manual tracker share client senior manag project implement manag invoic bill manag particip establish client contractu document experi variou deliveri model like manag servic fix price sla base risk penalti requir manag sla target save penalti toward custom drive sla call plu custom multipl tower spoc time floor analysi tofa report highlight employe tailgat data high level manag ensur complianc relat issu floor mainten ensur asal join formal board activ new employe identifi drivekey metric like bill effici resourc util maintain project librari file record report system monitor project progress risk roadblock opportun manag commun stakehold develop flow chart sop ad maintain process chang databas monitor sever call prepar monthli report oper report capac util report timesheet report sla compliancereport quarterli report oper report quarter trend intern report allow bill report repositori mainten document creat project sub project plan monitor progress schedul maintain risk issu log activ particip project manag commun respons project cost schedul budget revenu mileston progress compani wipro technolog descript role responsiblit respons creation structur report present senior delieri manag per busi requir design draft variou report per busi requir respons creation mom chase peopl get sla driven time achiev target result time assist project manag creat rr deput invoic bill activit maintain clariti sharepoint data servic deliveri manag perform custom invoc direct cem sdm weekli prepar sla kpi data base manual tracker share client senior manag project implement manag invoic bill manag particip establish client contractu document experi variou deliveri model like manag servic fix price sla base risk penalti requir manag sla target save penalti toward custom drive sla call plu custom multipl tower spoc time floor analysi tofa report highlight employe tailgat data high level manag ensur complianc relat issu floor mainten ensur asal join formal board activ new employe identifi drivekey metric like bill effici resourc util maintain project librari file record report system monitor project progress risk roadblock opportun manag commun stakehold develop flow chart sop ad maintain process chang databas monitor sever call prepar monthli report oper report capac util report timesheet report sla compliancereport quarterli report oper report quarter trend intern report allow bill report repositori mainten document creat project sub project plan monitor progress schedul maintain risk issu log activ particip project manag commun respons project cost schedul budget revenu mileston progress compani wipro infotech descript respons monitor manag headcount actual vs plan region maintain headcount ratio revenu maintain monitor correct tag sap project tag supervisor tag org unit cost center region financi maintain properli respons provid exact accur headcount report gm calcul respons manag bench manag deploy resourc respons manag drive tenur manag elig employe deploy accord aspir busi need respons hire maintain rooki ratio locat activ track train deploy analyz past volum staf pattern implement action base forecast provid resourc crunch address make sure avail resourc time go live valid head count plan project work stake holder servic deliveri manag optim resourc ensur requir wfm data track trend continu basi nld team identifi resourc complet tenur project plan train help train team elev higher role back fill rooki trb te wim sim interfac servic deliveri manag director need escal servic impact issu due resourc avail coordin stake holder oper interfac client handl account manag issu add resourc per requir manag staff schedul respons workforc manag team region bu prepar daili weekli monthli report distribut manag team manag staf ratio seat util optim ensur project goal met build effect work relationship intern depart take care special project pwd rooki hire model train deploy person detail dob pan awvpb n passport j linguist abil english hindi marathi kannada konkani locat pune india marit statu marri,PMO
684,skill except commun network skill success work team environ well independ abil work pressur multi task strategi campaign corpor commun mi report document train develop sale support back offic oper new process develop launch handl custom escalationseduc detail bachelor busi administr busi administr icfai busi school integr institut manag technolog higher secondari school b school delhi delhi senior secondari school delhi public school senior manag pmo skill detail train exprienc month document exprienc month oper exprienc month sale exprienc month corpor commun exprienc monthscompani detail compani descript review understand exist busi process identifi function requir elimin wast improv controllership deliv flexibl identifi process design prototyp potenti solut calcul trade off cost suggest recommend cours action identifi modif new exist process project manag new requir opportun appli effici effect solut respons deliv process reengin project across process close work relev busi oper unit respons document train stakehold chang compani descript respons defin scope project accord stakehold intern team senior manag team prepar project charter defin timelin project relat activ prepar busi requir document brd close understand document ud develop team uat complet deploy prepar train document sla sop etc requir conduct train impact team ensur smooth transit compani teleperform india descript drive sale call center achiev target overal respons explor sell opportun understand custom prefer requir conceptu implement sale promot activ part pilot batch new compani launch train new joiner process call barg interact client understand requir expect handl call qualiti session client handl adhoc requir client well senior manag deliv time resolut master busi administr,PMO
685,core compet maintain process ensur project manag document report plan relev accur complet report autom dashboard prepar share feedback basi perform project manag forecast data regard futur risk project chang updat deliveri team time basi good understand project manag lifecycl proven excel risk manag control good understand softwar develop lifecycl sdlc abil synthes qualit quantit data quickli draw meaning insight knowledg programm project manag methodolog full project report govern abil work differ cross function stakehold establish ensur reliabl product work relationship strong time manag organiz skill multitask skill abil meet deadlin comput skill certif advanc knowledg ms offic macro skill strateg think decis make abil sound analyt skill multi task skill fast pace environ leadership inter person skill strong inform manag abil particularli ms excel extract formula pivot graph educ detail januari bachelor busi administr busi administr pune maharashtra modern colleg hsc pune maharashtra p colleg ssc pune maharashtra saint high school pmo exp year experi project manag expertis pmo team handl qualiti analyst profici data analyz tool techniqu skill detail document exprienc month govern exprienc month excel exprienc month forecast exprienc month ms excel exprienc monthscompani detail compani capita india pvt ltd descript pune key result area respons success transit knowledg system oper capabl prudenti multicli pheonix royal london travel onsit glasgow part uk team understand transit pmo work process execut success offshor success transit work order manag govern report uk lead team member follow develop new way work document process manag intern extern stakehold engag collabor team global pmo network help achiev robust oper resourc infrastructur execut steadi state oper compani saviant technolog descript multipl project establish pmo scratch provid season leadership technic oper staff defin implement work prioriti manag resourc manag process establish support environ allow employe grow provid imagin solut complex client need track monitor financi perform program report financi actual budget comparison labor hour dollar oper cost capit cost secur fund approv chang scope monitor program risk go process identifi assess track develop execut risk mitig strategi review project document document lesson learn provid recommend mitig futur project risk identif mitig strategi issu escal client commun project timelin resourc manag compani infosi descript pune key result area respons resourc manag budget bill respons prepar share differ report deliveri manag project manag qualiti team autom report entir unit interpret data analyz result use statist techniqu provid ongo report prepar case diagram activ diagram variou scenario collat data studi pattern conduct brainstorm session identifi outlier review approv project document assist identif risk project set mitig plan risk review dashboard report custom feedback inform analysi review valid input project manger regard dashboard ppt support tl train peopl process domain part growth plan sla complianc compani capita india pvt ltd descript pune key result area audit review valid input manag regard dashboard ppt audit work done onshor agent simultan audit work done old team report part well assist report manag busi transform leadership skill proven abil influenc collabor across level organ help line manag solv specif audit problem either one one basi group report prepar weekli monthli quarterli yearli mi varianc report perform report feedback analysi task activ report publish relev busi dashboard project audit report,PMO
686,area expertis profil around plu year proven experi best global brand wipro expertis pmo itil manag process improv project process audit plan schedul effort issu risk track risk issu manag sla manag workforc staf resourc manag transit oper manag skill project manag tool ca clariti visio offic itil incid manag recruit workforc manag technic sap hr mr cpro confluenc microsoft offic word powerpoint excel knowledg hand experi advanc ms excel knowledg ms project sharepoint report ticket tool xtraction ca servic desk tracker educ detail mba hr financ bengaluru karnataka rkim colleg senior execut pmo senior execut pmo consult skill detail oper exprienc month staf exprienc month hr exprienc month pmo exprienc monthscompani detail compani ensono llp descript role responsiblit respons creation structur report present senior delieri manag per busi requir design draft variou report per busi requir respons creation mom chase peopl get sla driven time achiev target result time assist project manag creat rr deput invoic bill activit maintain clariti sharepoint data servic deliveri manag perform custom invoc direct cem sdm weekli prepar sla kpi data base manual tracker share client senior manag project implement manag invoic bill manag particip establish client contractu document experi variou deliveri model like manag servic fix price sla base risk penalti requir manag sla target save penalti toward custom drive sla call plu custom multipl tower spoc time floor analysi tofa report highlight employe tailgat data high level manag ensur complianc relat issu floor mainten ensur asal join formal board activ new employe identifi drivekey metric like bill effici resourc util maintain project librari file record report system monitor project progress risk roadblock opportun manag commun stakehold develop flow chart sop ad maintain process chang databas monitor sever call prepar monthli report oper report capac util report timesheet report sla compliancereport quarterli report oper report quarter trend intern report allow bill report repositori mainten document creat project sub project plan monitor progress schedul maintain risk issu log activ particip project manag commun respons project cost schedul budget revenu mileston progress compani wipro technolog descript role responsiblit respons creation structur report present senior delieri manag per busi requir design draft variou report per busi requir respons creation mom chase peopl get sla driven time achiev target result time assist project manag creat rr deput invoic bill activit maintain clariti sharepoint data servic deliveri manag perform custom invoc direct cem sdm weekli prepar sla kpi data base manual tracker share client senior manag project implement manag invoic bill manag particip establish client contractu document experi variou deliveri model like manag servic fix price sla base risk penalti requir manag sla target save penalti toward custom drive sla call plu custom multipl tower spoc time floor analysi tofa report highlight employe tailgat data high level manag ensur complianc relat issu floor mainten ensur asal join formal board activ new employe identifi drivekey metric like bill effici resourc util maintain project librari file record report system monitor project progress risk roadblock opportun manag commun stakehold develop flow chart sop ad maintain process chang databas monitor sever call prepar monthli report oper report capac util report timesheet report sla compliancereport quarterli report oper report quarter trend intern report allow bill report repositori mainten document creat project sub project plan monitor progress schedul maintain risk issu log activ particip project manag commun respons project cost schedul budget revenu mileston progress compani wipro infotech descript respons monitor manag headcount actual vs plan region maintain headcount ratio revenu maintain monitor correct tag sap project tag supervisor tag org unit cost center region financi maintain properli respons provid exact accur headcount report gm calcul respons manag bench manag deploy resourc respons manag drive tenur manag elig employe deploy accord aspir busi need respons hire maintain rooki ratio locat activ track train deploy analyz past volum staf pattern implement action base forecast provid resourc crunch address make sure avail resourc time go live valid head count plan project work stake holder servic deliveri manag optim resourc ensur requir wfm data track trend continu basi nld team identifi resourc complet tenur project plan train help train team elev higher role back fill rooki trb te wim sim interfac servic deliveri manag director need escal servic impact issu due resourc avail coordin stake holder oper interfac client handl account manag issu add resourc per requir manag staff schedul respons workforc manag team region bu prepar daili weekli monthli report distribut manag team manag staf ratio seat util optim ensur project goal met build effect work relationship intern depart take care special project pwd rooki hire model train deploy person detail dob pan awvpb n passport j linguist abil english hindi marathi kannada konkani locat pune india marit statu marri,PMO
687,skill except commun network skill success work team environ well independ abil work pressur multi task strategi campaign corpor commun mi report document train develop sale support back offic oper new process develop launch handl custom escalationseduc detail bachelor busi administr busi administr icfai busi school integr institut manag technolog higher secondari school b school delhi delhi senior secondari school delhi public school senior manag pmo skill detail train exprienc month document exprienc month oper exprienc month sale exprienc month corpor commun exprienc monthscompani detail compani descript review understand exist busi process identifi function requir elimin wast improv controllership deliv flexibl identifi process design prototyp potenti solut calcul trade off cost suggest recommend cours action identifi modif new exist process project manag new requir opportun appli effici effect solut respons deliv process reengin project across process close work relev busi oper unit respons document train stakehold chang compani descript respons defin scope project accord stakehold intern team senior manag team prepar project charter defin timelin project relat activ prepar busi requir document brd close understand document ud develop team uat complet deploy prepar train document sla sop etc requir conduct train impact team ensur smooth transit compani teleperform india descript drive sale call center achiev target overal respons explor sell opportun understand custom prefer requir conceptu implement sale promot activ part pilot batch new compani launch train new joiner process call barg interact client understand requir expect handl call qualiti session client handl adhoc requir client well senior manag deliv time resolut master busi administr,PMO
688,core compet maintain process ensur project manag document report plan relev accur complet report autom dashboard prepar share feedback basi perform project manag forecast data regard futur risk project chang updat deliveri team time basi good understand project manag lifecycl proven excel risk manag control good understand softwar develop lifecycl sdlc abil synthes qualit quantit data quickli draw meaning insight knowledg programm project manag methodolog full project report govern abil work differ cross function stakehold establish ensur reliabl product work relationship strong time manag organiz skill multitask skill abil meet deadlin comput skill certif advanc knowledg ms offic macro skill strateg think decis make abil sound analyt skill multi task skill fast pace environ leadership inter person skill strong inform manag abil particularli ms excel extract formula pivot graph educ detail januari bachelor busi administr busi administr pune maharashtra modern colleg hsc pune maharashtra p colleg ssc pune maharashtra saint high school pmo exp year experi project manag expertis pmo team handl qualiti analyst profici data analyz tool techniqu skill detail document exprienc month govern exprienc month excel exprienc month forecast exprienc month ms excel exprienc monthscompani detail compani capita india pvt ltd descript pune key result area respons success transit knowledg system oper capabl prudenti multicli pheonix royal london travel onsit glasgow part uk team understand transit pmo work process execut success offshor success transit work order manag govern report uk lead team member follow develop new way work document process manag intern extern stakehold engag collabor team global pmo network help achiev robust oper resourc infrastructur execut steadi state oper compani saviant technolog descript multipl project establish pmo scratch provid season leadership technic oper staff defin implement work prioriti manag resourc manag process establish support environ allow employe grow provid imagin solut complex client need track monitor financi perform program report financi actual budget comparison labor hour dollar oper cost capit cost secur fund approv chang scope monitor program risk go process identifi assess track develop execut risk mitig strategi review project document document lesson learn provid recommend mitig futur project risk identif mitig strategi issu escal client commun project timelin resourc manag compani infosi descript pune key result area respons resourc manag budget bill respons prepar share differ report deliveri manag project manag qualiti team autom report entir unit interpret data analyz result use statist techniqu provid ongo report prepar case diagram activ diagram variou scenario collat data studi pattern conduct brainstorm session identifi outlier review approv project document assist identif risk project set mitig plan risk review dashboard report custom feedback inform analysi review valid input project manger regard dashboard ppt support tl train peopl process domain part growth plan sla complianc compani capita india pvt ltd descript pune key result area audit review valid input manag regard dashboard ppt audit work done onshor agent simultan audit work done old team report part well assist report manag busi transform leadership skill proven abil influenc collabor across level organ help line manag solv specif audit problem either one one basi group report prepar weekli monthli quarterli yearli mi varianc report perform report feedback analysi task activ report publish relev busi dashboard project audit report,PMO
689,area expertis profil around plu year proven experi best global brand wipro expertis pmo itil manag process improv project process audit plan schedul effort issu risk track risk issu manag sla manag workforc staf resourc manag transit oper manag skill project manag tool ca clariti visio offic itil incid manag recruit workforc manag technic sap hr mr cpro confluenc microsoft offic word powerpoint excel knowledg hand experi advanc ms excel knowledg ms project sharepoint report ticket tool xtraction ca servic desk tracker educ detail mba hr financ bengaluru karnataka rkim colleg senior execut pmo senior execut pmo consult skill detail oper exprienc month staf exprienc month hr exprienc month pmo exprienc monthscompani detail compani ensono llp descript role responsiblit respons creation structur report present senior delieri manag per busi requir design draft variou report per busi requir respons creation mom chase peopl get sla driven time achiev target result time assist project manag creat rr deput invoic bill activit maintain clariti sharepoint data servic deliveri manag perform custom invoc direct cem sdm weekli prepar sla kpi data base manual tracker share client senior manag project implement manag invoic bill manag particip establish client contractu document experi variou deliveri model like manag servic fix price sla base risk penalti requir manag sla target save penalti toward custom drive sla call plu custom multipl tower spoc time floor analysi tofa report highlight employe tailgat data high level manag ensur complianc relat issu floor mainten ensur asal join formal board activ new employe identifi drivekey metric like bill effici resourc util maintain project librari file record report system monitor project progress risk roadblock opportun manag commun stakehold develop flow chart sop ad maintain process chang databas monitor sever call prepar monthli report oper report capac util report timesheet report sla compliancereport quarterli report oper report quarter trend intern report allow bill report repositori mainten document creat project sub project plan monitor progress schedul maintain risk issu log activ particip project manag commun respons project cost schedul budget revenu mileston progress compani wipro technolog descript role responsiblit respons creation structur report present senior delieri manag per busi requir design draft variou report per busi requir respons creation mom chase peopl get sla driven time achiev target result time assist project manag creat rr deput invoic bill activit maintain clariti sharepoint data servic deliveri manag perform custom invoc direct cem sdm weekli prepar sla kpi data base manual tracker share client senior manag project implement manag invoic bill manag particip establish client contractu document experi variou deliveri model like manag servic fix price sla base risk penalti requir manag sla target save penalti toward custom drive sla call plu custom multipl tower spoc time floor analysi tofa report highlight employe tailgat data high level manag ensur complianc relat issu floor mainten ensur asal join formal board activ new employe identifi drivekey metric like bill effici resourc util maintain project librari file record report system monitor project progress risk roadblock opportun manag commun stakehold develop flow chart sop ad maintain process chang databas monitor sever call prepar monthli report oper report capac util report timesheet report sla compliancereport quarterli report oper report quarter trend intern report allow bill report repositori mainten document creat project sub project plan monitor progress schedul maintain risk issu log activ particip project manag commun respons project cost schedul budget revenu mileston progress compani wipro infotech descript respons monitor manag headcount actual vs plan region maintain headcount ratio revenu maintain monitor correct tag sap project tag supervisor tag org unit cost center region financi maintain properli respons provid exact accur headcount report gm calcul respons manag bench manag deploy resourc respons manag drive tenur manag elig employe deploy accord aspir busi need respons hire maintain rooki ratio locat activ track train deploy analyz past volum staf pattern implement action base forecast provid resourc crunch address make sure avail resourc time go live valid head count plan project work stake holder servic deliveri manag optim resourc ensur requir wfm data track trend continu basi nld team identifi resourc complet tenur project plan train help train team elev higher role back fill rooki trb te wim sim interfac servic deliveri manag director need escal servic impact issu due resourc avail coordin stake holder oper interfac client handl account manag issu add resourc per requir manag staff schedul respons workforc manag team region bu prepar daili weekli monthli report distribut manag team manag staf ratio seat util optim ensur project goal met build effect work relationship intern depart take care special project pwd rooki hire model train deploy person detail dob pan awvpb n passport j linguist abil english hindi marathi kannada konkani locat pune india marit statu marri,PMO
690,skill except commun network skill success work team environ well independ abil work pressur multi task strategi campaign corpor commun mi report document train develop sale support back offic oper new process develop launch handl custom escalationseduc detail bachelor busi administr busi administr icfai busi school integr institut manag technolog higher secondari school b school delhi delhi senior secondari school delhi public school senior manag pmo skill detail train exprienc month document exprienc month oper exprienc month sale exprienc month corpor commun exprienc monthscompani detail compani descript review understand exist busi process identifi function requir elimin wast improv controllership deliv flexibl identifi process design prototyp potenti solut calcul trade off cost suggest recommend cours action identifi modif new exist process project manag new requir opportun appli effici effect solut respons deliv process reengin project across process close work relev busi oper unit respons document train stakehold chang compani descript respons defin scope project accord stakehold intern team senior manag team prepar project charter defin timelin project relat activ prepar busi requir document brd close understand document ud develop team uat complet deploy prepar train document sla sop etc requir conduct train impact team ensur smooth transit compani teleperform india descript drive sale call center achiev target overal respons explor sell opportun understand custom prefer requir conceptu implement sale promot activ part pilot batch new compani launch train new joiner process call barg interact client understand requir expect handl call qualiti session client handl adhoc requir client well senior manag deliv time resolut master busi administr,PMO
691,core compet maintain process ensur project manag document report plan relev accur complet report autom dashboard prepar share feedback basi perform project manag forecast data regard futur risk project chang updat deliveri team time basi good understand project manag lifecycl proven excel risk manag control good understand softwar develop lifecycl sdlc abil synthes qualit quantit data quickli draw meaning insight knowledg programm project manag methodolog full project report govern abil work differ cross function stakehold establish ensur reliabl product work relationship strong time manag organiz skill multitask skill abil meet deadlin comput skill certif advanc knowledg ms offic macro skill strateg think decis make abil sound analyt skill multi task skill fast pace environ leadership inter person skill strong inform manag abil particularli ms excel extract formula pivot graph educ detail januari bachelor busi administr busi administr pune maharashtra modern colleg hsc pune maharashtra p colleg ssc pune maharashtra saint high school pmo exp year experi project manag expertis pmo team handl qualiti analyst profici data analyz tool techniqu skill detail document exprienc month govern exprienc month excel exprienc month forecast exprienc month ms excel exprienc monthscompani detail compani capita india pvt ltd descript pune key result area respons success transit knowledg system oper capabl prudenti multicli pheonix royal london travel onsit glasgow part uk team understand transit pmo work process execut success offshor success transit work order manag govern report uk lead team member follow develop new way work document process manag intern extern stakehold engag collabor team global pmo network help achiev robust oper resourc infrastructur execut steadi state oper compani saviant technolog descript multipl project establish pmo scratch provid season leadership technic oper staff defin implement work prioriti manag resourc manag process establish support environ allow employe grow provid imagin solut complex client need track monitor financi perform program report financi actual budget comparison labor hour dollar oper cost capit cost secur fund approv chang scope monitor program risk go process identifi assess track develop execut risk mitig strategi review project document document lesson learn provid recommend mitig futur project risk identif mitig strategi issu escal client commun project timelin resourc manag compani infosi descript pune key result area respons resourc manag budget bill respons prepar share differ report deliveri manag project manag qualiti team autom report entir unit interpret data analyz result use statist techniqu provid ongo report prepar case diagram activ diagram variou scenario collat data studi pattern conduct brainstorm session identifi outlier review approv project document assist identif risk project set mitig plan risk review dashboard report custom feedback inform analysi review valid input project manger regard dashboard ppt support tl train peopl process domain part growth plan sla complianc compani capita india pvt ltd descript pune key result area audit review valid input manag regard dashboard ppt audit work done onshor agent simultan audit work done old team report part well assist report manag busi transform leadership skill proven abil influenc collabor across level organ help line manag solv specif audit problem either one one basi group report prepar weekli monthli quarterli yearli mi varianc report perform report feedback analysi task activ report publish relev busi dashboard project audit report,PMO
692,area expertis profil around plu year proven experi best global brand wipro expertis pmo itil manag process improv project process audit plan schedul effort issu risk track risk issu manag sla manag workforc staf resourc manag transit oper manag skill project manag tool ca clariti visio offic itil incid manag recruit workforc manag technic sap hr mr cpro confluenc microsoft offic word powerpoint excel knowledg hand experi advanc ms excel knowledg ms project sharepoint report ticket tool xtraction ca servic desk tracker educ detail mba hr financ bengaluru karnataka rkim colleg senior execut pmo senior execut pmo consult skill detail oper exprienc month staf exprienc month hr exprienc month pmo exprienc monthscompani detail compani ensono llp descript role responsiblit respons creation structur report present senior delieri manag per busi requir design draft variou report per busi requir respons creation mom chase peopl get sla driven time achiev target result time assist project manag creat rr deput invoic bill activit maintain clariti sharepoint data servic deliveri manag perform custom invoc direct cem sdm weekli prepar sla kpi data base manual tracker share client senior manag project implement manag invoic bill manag particip establish client contractu document experi variou deliveri model like manag servic fix price sla base risk penalti requir manag sla target save penalti toward custom drive sla call plu custom multipl tower spoc time floor analysi tofa report highlight employe tailgat data high level manag ensur complianc relat issu floor mainten ensur asal join formal board activ new employe identifi drivekey metric like bill effici resourc util maintain project librari file record report system monitor project progress risk roadblock opportun manag commun stakehold develop flow chart sop ad maintain process chang databas monitor sever call prepar monthli report oper report capac util report timesheet report sla compliancereport quarterli report oper report quarter trend intern report allow bill report repositori mainten document creat project sub project plan monitor progress schedul maintain risk issu log activ particip project manag commun respons project cost schedul budget revenu mileston progress compani wipro technolog descript role responsiblit respons creation structur report present senior delieri manag per busi requir design draft variou report per busi requir respons creation mom chase peopl get sla driven time achiev target result time assist project manag creat rr deput invoic bill activit maintain clariti sharepoint data servic deliveri manag perform custom invoc direct cem sdm weekli prepar sla kpi data base manual tracker share client senior manag project implement manag invoic bill manag particip establish client contractu document experi variou deliveri model like manag servic fix price sla base risk penalti requir manag sla target save penalti toward custom drive sla call plu custom multipl tower spoc time floor analysi tofa report highlight employe tailgat data high level manag ensur complianc relat issu floor mainten ensur asal join formal board activ new employe identifi drivekey metric like bill effici resourc util maintain project librari file record report system monitor project progress risk roadblock opportun manag commun stakehold develop flow chart sop ad maintain process chang databas monitor sever call prepar monthli report oper report capac util report timesheet report sla compliancereport quarterli report oper report quarter trend intern report allow bill report repositori mainten document creat project sub project plan monitor progress schedul maintain risk issu log activ particip project manag commun respons project cost schedul budget revenu mileston progress compani wipro infotech descript respons monitor manag headcount actual vs plan region maintain headcount ratio revenu maintain monitor correct tag sap project tag supervisor tag org unit cost center region financi maintain properli respons provid exact accur headcount report gm calcul respons manag bench manag deploy resourc respons manag drive tenur manag elig employe deploy accord aspir busi need respons hire maintain rooki ratio locat activ track train deploy analyz past volum staf pattern implement action base forecast provid resourc crunch address make sure avail resourc time go live valid head count plan project work stake holder servic deliveri manag optim resourc ensur requir wfm data track trend continu basi nld team identifi resourc complet tenur project plan train help train team elev higher role back fill rooki trb te wim sim interfac servic deliveri manag director need escal servic impact issu due resourc avail coordin stake holder oper interfac client handl account manag issu add resourc per requir manag staff schedul respons workforc manag team region bu prepar daili weekli monthli report distribut manag team manag staf ratio seat util optim ensur project goal met build effect work relationship intern depart take care special project pwd rooki hire model train deploy person detail dob pan awvpb n passport j linguist abil english hindi marathi kannada konkani locat pune india marit statu marri,PMO
693,skill except commun network skill success work team environ well independ abil work pressur multi task strategi campaign corpor commun mi report document train develop sale support back offic oper new process develop launch handl custom escalationseduc detail bachelor busi administr busi administr icfai busi school integr institut manag technolog higher secondari school b school delhi delhi senior secondari school delhi public school senior manag pmo skill detail train exprienc month document exprienc month oper exprienc month sale exprienc month corpor commun exprienc monthscompani detail compani descript review understand exist busi process identifi function requir elimin wast improv controllership deliv flexibl identifi process design prototyp potenti solut calcul trade off cost suggest recommend cours action identifi modif new exist process project manag new requir opportun appli effici effect solut respons deliv process reengin project across process close work relev busi oper unit respons document train stakehold chang compani descript respons defin scope project accord stakehold intern team senior manag team prepar project charter defin timelin project relat activ prepar busi requir document brd close understand document ud develop team uat complet deploy prepar train document sla sop etc requir conduct train impact team ensur smooth transit compani teleperform india descript drive sale call center achiev target overal respons explor sell opportun understand custom prefer requir conceptu implement sale promot activ part pilot batch new compani launch train new joiner process call barg interact client understand requir expect handl call qualiti session client handl adhoc requir client well senior manag deliv time resolut master busi administr,PMO
694,core compet maintain process ensur project manag document report plan relev accur complet report autom dashboard prepar share feedback basi perform project manag forecast data regard futur risk project chang updat deliveri team time basi good understand project manag lifecycl proven excel risk manag control good understand softwar develop lifecycl sdlc abil synthes qualit quantit data quickli draw meaning insight knowledg programm project manag methodolog full project report govern abil work differ cross function stakehold establish ensur reliabl product work relationship strong time manag organiz skill multitask skill abil meet deadlin comput skill certif advanc knowledg ms offic macro skill strateg think decis make abil sound analyt skill multi task skill fast pace environ leadership inter person skill strong inform manag abil particularli ms excel extract formula pivot graph educ detail januari bachelor busi administr busi administr pune maharashtra modern colleg hsc pune maharashtra p colleg ssc pune maharashtra saint high school pmo exp year experi project manag expertis pmo team handl qualiti analyst profici data analyz tool techniqu skill detail document exprienc month govern exprienc month excel exprienc month forecast exprienc month ms excel exprienc monthscompani detail compani capita india pvt ltd descript pune key result area respons success transit knowledg system oper capabl prudenti multicli pheonix royal london travel onsit glasgow part uk team understand transit pmo work process execut success offshor success transit work order manag govern report uk lead team member follow develop new way work document process manag intern extern stakehold engag collabor team global pmo network help achiev robust oper resourc infrastructur execut steadi state oper compani saviant technolog descript multipl project establish pmo scratch provid season leadership technic oper staff defin implement work prioriti manag resourc manag process establish support environ allow employe grow provid imagin solut complex client need track monitor financi perform program report financi actual budget comparison labor hour dollar oper cost capit cost secur fund approv chang scope monitor program risk go process identifi assess track develop execut risk mitig strategi review project document document lesson learn provid recommend mitig futur project risk identif mitig strategi issu escal client commun project timelin resourc manag compani infosi descript pune key result area respons resourc manag budget bill respons prepar share differ report deliveri manag project manag qualiti team autom report entir unit interpret data analyz result use statist techniqu provid ongo report prepar case diagram activ diagram variou scenario collat data studi pattern conduct brainstorm session identifi outlier review approv project document assist identif risk project set mitig plan risk review dashboard report custom feedback inform analysi review valid input project manger regard dashboard ppt support tl train peopl process domain part growth plan sla complianc compani capita india pvt ltd descript pune key result area audit review valid input manag regard dashboard ppt audit work done onshor agent simultan audit work done old team report part well assist report manag busi transform leadership skill proven abil influenc collabor across level organ help line manag solv specif audit problem either one one basi group report prepar weekli monthli quarterli yearli mi varianc report perform report feedback analysi task activ report publish relev busi dashboard project audit report,PMO
